adults,children,babies,meal,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
2,0,0,BB,0,0,Check-Out,7/26/15
2,2,0,BB,0,0,Canceled,7/14/15
2,0,0,BB,0,0,Check-Out,7/29/15
2,0,0,BB,0,2,Check-Out,8/2/15
2,0,1,BB,0,1,Check-Out,7/25/15
1,0,0,BB,0,0,Check-Out,7/21/15
2,2,0,BB,0,2,Canceled,5/13/15
1,0,0,BB,0,0,Check-Out,7/20/15
2,0,0,BB,0,1,Check-Out,7/20/15
2,0,1,BB,0,3,Check-Out,7/24/15
2,0,0,BB,0,0,Check-Out,7/24/15
2,0,0,BB,1,2,Check-Out,7/24/15
2,0,0,HB,1,0,Check-Out,7/24/15
2,0,0,BB,0,1,Canceled,6/15/15
2,0,0,BB,0,0,Check-Out,7/24/15
2,0,0,BB,0,1,Canceled,6/15/15
2,2,0,BB,0,0,Canceled,6/17/15
2,0,0,BB,0,0,Check-Out,7/25/15
2,0,0,BB,0,0,Canceled,6/8/15
2,2,0,BB,0,1,Canceled,6/22/15
2,0,0,HB,0,0,Check-Out,7/26/15
2,0,0,BB,0,1,Canceled,6/22/15
2,0,0,BB,0,1,Check-Out,7/27/15
2,1,0,FB,0,0,Canceled,7/20/15
2,2,0,BB,0,0,Check-Out,7/27/15
2,0,1,HB,0,3,Check-Out,7/27/15
2,0,0,FB,0,0,Check-Out,7/27/15
2,0,0,HB,0,1,Check-Out,7/27/15
2,1,0,HB,0,1,Canceled,5/11/15
2,0,0,BB,0,1,Canceled,4/23/15
2,1,0,FB,0,1,Check-Out,7/27/15
2,0,0,HB,0,0,Canceled,6/2/15
2,0,0,FB,0,0,Canceled,6/1/15
2,1,0,HB,0,1,Check-Out,7/30/15
2,0,0,HB,0,1,Check-Out,7/30/15
2,0,0,HB,0,1,Check-Out,7/30/15
2,0,0,HB,0,0,Canceled,7/14/15
2,0,0,HB,0,0,Canceled,7/14/15
2,0,0,BB,0,0,Canceled,7/8/15
1,0,0,BB,0,0,Check-Out,7/23/15
2,0,0,BB,0,2,Canceled,6/1/15
2,2,0,BB,0,0,Canceled,6/19/15
2,0,0,BB,0,0,Check-Out,7/25/15
3,0,0,BB,1,0,Check-Out,7/26/15
3,0,0,BB,1,1,Check-Out,7/27/15
2,0,0,HB,0,0,Check-Out,7/28/15
3,0,0,BB,0,1,Check-Out,7/28/15
2,0,0,BB,0,1,Check-Out,7/29/15
2,1,0,BB,0,1,Check-Out,7/30/15
2,0,0,BB,0,1,Check-Out,7/31/15
2,0,0,BB,1,0,Check-Out,7/23/15
2,0,0,BB,0,1,Canceled,4/22/15
2,0,0,BB,0,1,Canceled,6/9/15
2,1,0,HB,0,1,Check-Out,7/26/15
2,2,0,BB,0,1,Canceled,6/9/15
2,0,0,BB,0,1,Canceled,6/9/15
2,0,0,BB,0,0,Canceled,6/29/15
2,2,0,BB,0,0,Check-Out,7/23/15
2,0,0,BB,0,1,Check-Out,7/23/15
2,0,0,BB,1,1,Check-Out,7/24/15
2,0,0,BB,0,0,Check-Out,7/24/15
1,0,0,BB,0,0,Canceled,6/5/15
2,0,0,HB,1,1,Check-Out,7/26/15
2,0,0,BB,0,0,Canceled,7/7/15
2,0,0,BB,0,0,Canceled,6/19/15
2,0,0,HB,0,1,Check-Out,7/26/15
2,2,0,BB,0,0,Canceled,7/6/15
2,0,0,BB,0,0,Canceled,7/7/15
2,0,0,BB,1,0,Check-Out,7/28/15
2,0,0,BB,0,0,Canceled,7/4/15
2,0,0,BB,0,0,Canceled,7/6/15
3,0,0,HB,1,1,Check-Out,7/31/15
2,0,0,BB,0,2,Check-Out,7/26/15
2,0,0,BB,0,2,Check-Out,7/26/15
2,0,0,BB,0,0,Canceled,7/22/15
2,0,0,BB,0,2,Check-Out,7/26/15
2,0,0,BB,0,2,Check-Out,7/26/15
2,0,0,BB,0,2,Check-Out,7/26/15
2,0,0,BB,0,0,Check-Out,7/26/15
2,0,0,BB,0,2,Check-Out,7/26/15
2,2,0,BB,0,2,Canceled,7/14/15
2,0,0,BB,0,0,Check-Out,7/26/15
2,0,0,BB,0,2,Check-Out,7/26/15
2,0,0,BB,0,1,Canceled,7/6/15
2,0,0,BB,0,0,Canceled,7/1/15
3,0,0,BB,0,0,Check-Out,7/27/15
2,0,0,BB,0,1,Canceled,7/6/15
2,0,0,BB,0,0,Check-Out,7/26/15
2,0,0,BB,0,0,Canceled,6/17/15
2,0,0,BB,0,0,Canceled,6/18/15
2,0,0,BB,1,1,Check-Out,7/28/15
2,0,0,BB,0,0,Canceled,6/8/15
2,0,0,BB,0,0,Check-Out,7/28/15
2,0,0,BB,0,1,Check-Out,7/29/15
2,0,0,BB,0,1,Check-Out,7/29/15
2,0,0,BB,0,0,Check-Out,7/31/15
2,0,0,FB,0,1,Canceled,7/14/15
2,0,0,HB,0,2,Canceled,4/22/15
2,2,0,BB,0,0,Canceled,5/25/15
2,0,0,BB,0,2,Check-Out,8/1/15
2,0,0,HB,0,0,Check-Out,8/2/15
2,0,0,BB,0,0,Check-Out,8/3/15
2,0,0,BB,0,0,Canceled,6/26/15
3,0,0,BB,0,1,Canceled,7/21/15
2,1,0,HB,0,0,Check-Out,7/25/15
2,0,0,HB,0,0,Check-Out,7/28/15
2,0,0,BB,0,0,Check-Out,7/26/15
2,0,0,BB,0,0,Check-Out,7/26/15
2,0,0,BB,0,0,Check-Out,7/26/15
2,0,0,BB,0,0,Canceled,7/11/15
2,0,0,BB,0,0,Check-Out,7/27/15
2,0,0,BB,0,2,Canceled,7/14/15
2,0,0,BB,0,1,Canceled,7/10/15
2,0,0,BB,0,0,Canceled,7/23/15
2,0,0,BB,0,1,Check-Out,7/27/15
2,0,0,HB,0,0,Check-Out,7/28/15
2,0,0,BB,0,1,Check-Out,7/29/15
2,0,0,HB,0,2,Check-Out,7/30/15
2,1,0,HB,0,2,Check-Out,7/30/15
2,0,0,BB,1,1,Check-Out,7/30/15
2,0,0,BB,0,0,Canceled,6/26/15
2,2,0,HB,0,1,Check-Out,7/30/15
2,2,0,HB,0,0,Check-Out,7/30/15
2,0,0,BB,0,0,Check-Out,7/31/15
2,0,0,BB,0,3,Canceled,6/2/15
2,0,0,HB,0,0,Check-Out,8/1/15
2,0,0,BB,1,0,Check-Out,8/1/15
2,0,0,BB,0,1,Canceled,6/27/15
2,0,0,HB,0,1,Canceled,5/12/15
2,0,0,BB,0,0,Canceled,4/17/15
2,0,0,HB,0,0,Check-Out,8/1/15
2,0,0,HB,0,1,Check-Out,8/1/15
2,0,0,BB,1,0,Check-Out,8/1/15
1,0,0,BB,0,0,Canceled,7/3/15
3,0,0,HB,1,0,Check-Out,8/2/15
2,0,0,HB,0,1,Check-Out,8/2/15
2,0,0,BB,0,1,Canceled,6/29/15
1,0,0,BB,0,2,Canceled,4/15/15
2,0,0,BB,0,1,Canceled,6/29/15
2,0,0,BB,0,2,Check-Out,8/4/15
2,0,0,BB,0,1,Check-Out,8/6/15
2,0,0,BB,0,0,Canceled,7/3/15
2,0,0,BB,0,0,Check-Out,8/1/15
2,1,0,BB,0,1,Canceled,3/25/15
3,0,0,BB,1,0,Check-Out,8/1/15
2,0,0,BB,0,0,Canceled,6/8/15
2,0,0,BB,0,1,Canceled,5/15/15
2,0,0,BB,0,1,Canceled,6/18/15
2,0,0,BB,0,0,Check-Out,7/29/15
2,0,0,BB,0,3,Check-Out,7/29/15
2,1,0,BB,0,2,Canceled,6/3/15
2,0,0,BB,0,0,Canceled,6/25/15
3,0,0,HB,0,1,Check-Out,7/31/15
2,1,0,BB,0,2,Canceled,6/3/15
2,0,0,BB,0,0,Canceled,6/25/15
2,2,0,HB,0,0,Check-Out,8/2/15
2,0,0,BB,0,0,Check-Out,7/28/15
2,0,0,HB,0,1,Check-Out,8/2/15
2,0,0,HB,0,1,Canceled,6/17/15
2,0,0,HB,0,1,Canceled,6/17/15
2,0,0,BB,0,0,Check-Out,8/2/15
2,0,0,BB,0,0,Check-Out,7/27/15
2,2,0,BB,0,1,Canceled,7/3/15
2,0,0,BB,1,0,Check-Out,7/29/15
2,2,0,BB,0,1,Canceled,7/3/15
1,0,0,HB,0,1,Canceled,6/15/15
2,0,0,HB,0,1,Canceled,6/15/15
2,0,0,BB,1,0,Check-Out,7/30/15
2,0,0,HB,0,2,Check-Out,7/30/15
2,0,0,BB,0,0,Check-Out,7/30/15
2,0,0,HB,1,2,Check-Out,7/30/15
2,0,0,BB,0,0,Canceled,6/17/15
2,0,0,BB,0,2,Check-Out,7/31/15
2,0,0,BB,0,0,Check-Out,7/31/15
2,0,0,HB,0,0,Check-Out,7/31/15
2,0,0,BB,0,1,Check-Out,7/31/15
2,0,0,BB,1,2,Check-Out,7/31/15
2,1,0,HB,0,2,Check-Out,7/31/15
2,0,0,HB,0,0,Check-Out,7/31/15
2,0,0,BB,0,1,Canceled,6/29/15
2,0,0,BB,0,0,Check-Out,7/31/15
2,0,0,BB,0,2,Canceled,5/9/15
2,1,0,BB,0,0,Check-Out,7/31/15
2,0,0,BB,0,0,Canceled,6/17/15
2,0,0,HB,0,0,Check-Out,7/31/15
2,0,0,BB,1,0,Check-Out,8/1/15
2,0,0,BB,0,1,Check-Out,8/1/15
2,0,0,BB,0,0,Canceled,6/25/15
2,0,0,BB,0,0,Check-Out,8/1/15
2,0,0,HB,0,0,Canceled,7/6/15
3,0,0,HB,0,1,Canceled,3/17/15
2,0,0,HB,1,1,Check-Out,8/2/15
2,0,0,BB,0,0,Check-Out,8/2/15
2,0,0,BB,0,2,Canceled,5/13/15
2,0,0,BB,0,2,Canceled,5/13/15
2,0,0,BB,0,2,Canceled,5/13/15
2,0,0,BB,0,2,Canceled,5/13/15
2,0,0,BB,0,0,Check-Out,8/3/15
2,0,0,BB,0,1,Check-Out,8/3/15
2,1,0,BB,0,1,Check-Out,7/29/15
2,1,0,BB,0,1,Check-Out,7/29/15
2,0,0,BB,1,1,Check-Out,7/30/15
2,2,0,BB,0,0,Canceled,7/7/15
2,0,0,BB,0,0,Canceled,7/27/15
2,0,0,BB,0,1,Check-Out,8/1/15
2,0,0,BB,0,1,Check-Out,8/1/15
2,0,0,BB,0,2,Check-Out,8/1/15
2,0,0,BB,0,1,Check-Out,8/2/15
2,0,0,BB,0,2,Canceled,7/16/15
2,0,0,BB,0,0,Check-Out,8/2/15
2,0,0,BB,0,1,Check-Out,8/3/15
2,0,0,BB,0,0,Canceled,5/22/15
2,0,0,BB,0,1,Check-Out,8/7/15
2,0,0,HB,0,0,Check-Out,7/29/15
2,0,0,BB,0,1,Canceled,4/4/15
2,0,0,BB,1,2,Check-Out,8/2/15
2,0,0,BB,0,1,Canceled,7/2/15
2,0,0,BB,0,0,Check-Out,8/3/15
2,0,0,HB,0,1,Canceled,7/27/15
3,0,0,HB,0,0,Canceled,6/22/15
2,0,0,HB,0,1,Check-Out,8/3/15
2,2,0,BB,0,0,Check-Out,7/30/15
2,0,0,HB,0,1,Canceled,7/27/15
2,0,0,HB,0,1,Check-Out,8/3/15
2,0,0,BB,0,2,Check-Out,8/3/15
2,0,0,BB,0,0,Canceled,5/23/15
2,0,0,HB,0,2,Canceled,7/10/15
2,0,0,BB,0,1,Check-Out,8/5/15
2,0,0,BB,0,0,Canceled,6/8/15
2,0,0,BB,0,0,Canceled,6/5/15
2,0,0,BB,0,1,Check-Out,8/4/15
2,0,0,BB,0,0,Canceled,4/15/15
2,0,0,BB,0,1,Canceled,6/17/15
2,0,0,BB,0,3,Canceled,7/16/15
1,0,0,BB,0,0,Check-Out,7/31/15
1,0,0,BB,0,0,Canceled,7/30/15
2,0,0,BB,0,1,Canceled,7/30/15
2,0,0,BB,0,1,Check-Out,8/1/15
3,1,0,HB,0,2,Check-Out,8/2/15
2,0,0,BB,0,2,Canceled,7/6/15
2,0,0,BB,0,2,Canceled,6/30/15
2,0,0,BB,0,0,Canceled,6/11/15
2,2,0,FB,1,0,Check-Out,7/30/15
2,1,0,BB,0,1,Check-Out,8/3/15
2,0,0,BB,0,2,Canceled,7/6/15
2,0,0,BB,0,2,Canceled,6/30/15
2,0,0,BB,0,0,Canceled,6/9/15
2,0,0,BB,0,0,Canceled,6/11/15
2,0,0,BB,0,0,Canceled,6/8/15
2,0,0,HB,1,3,Check-Out,8/8/15
2,0,0,BB,0,1,Check-Out,8/8/15
2,0,0,BB,0,1,Check-Out,8/8/15
2,0,0,BB,0,0,Canceled,6/24/15
1,0,0,BB,0,0,Check-Out,7/31/15
2,0,0,HB,1,0,Check-Out,7/31/15
2,2,0,BB,0,0,Check-Out,8/1/15
2,0,0,BB,0,2,Canceled,7/6/15
2,0,0,BB,0,3,Canceled,7/16/15
2,0,0,BB,0,3,Canceled,7/16/15
1,0,0,BB,0,1,Check-Out,8/2/15
2,0,0,BB,0,3,Canceled,7/31/15
2,0,0,BB,0,2,Check-Out,8/2/15
2,0,0,BB,0,0,Canceled,7/6/15
2,0,0,BB,0,1,Canceled,6/16/15
2,0,0,BB,1,2,Check-Out,8/2/15
2,0,0,BB,0,0,Canceled,7/21/15
2,0,0,BB,0,2,Canceled,7/13/15
2,2,0,BB,0,0,Check-Out,8/2/15
2,0,0,HB,0,1,Check-Out,8/2/15
2,0,0,BB,0,1,Canceled,7/15/15
2,0,0,BB,0,0,Canceled,7/14/15
2,0,0,BB,0,1,Canceled,7/11/15
2,0,0,BB,0,1,Canceled,7/15/15
2,0,0,BB,0,3,Canceled,7/15/15
2,0,0,BB,0,1,Canceled,7/14/15
1,0,0,BB,0,0,Check-Out,8/4/15
2,2,0,BB,1,0,Check-Out,8/4/15
2,0,0,BB,0,0,Canceled,7/9/15
1,0,0,BB,0,0,Check-Out,8/5/15
2,0,0,BB,1,1,Check-Out,8/6/15
2,0,0,BB,0,0,Check-Out,8/10/15
2,0,0,BB,0,0,Check-Out,8/3/15
2,0,0,HB,0,0,Canceled,5/12/15
2,0,0,HB,0,0,Canceled,5/12/15
2,0,0,BB,0,0,Canceled,5/4/15
2,0,0,BB,0,0,Canceled,7/29/15
2,0,0,BB,0,2,Canceled,7/16/15
2,0,0,BB,0,0,Canceled,7/29/15
2,0,0,BB,0,0,Canceled,7/29/15
2,2,0,BB,0,1,Canceled,7/16/15
2,0,0,BB,0,2,Check-Out,8/2/15
2,0,0,BB,0,2,Canceled,7/31/15
2,2,0,HB,0,1,Canceled,7/29/15
2,0,0,BB,0,2,Check-Out,8/8/15
2,0,0,BB,0,1,Canceled,6/6/15
2,2,0,BB,0,0,Canceled,7/15/15
2,2,0,BB,0,0,Canceled,6/11/15
2,0,0,HB,0,2,Canceled,5/22/15
2,0,0,HB,0,0,Canceled,5/19/15
2,0,0,BB,0,2,Canceled,5/19/15
2,1,0,HB,0,3,Canceled,6/6/15
3,0,0,HB,1,4,Check-Out,8/8/15
2,0,0,BB,0,0,Canceled,5/22/15
2,0,0,HB,0,0,Check-Out,8/9/15
2,0,0,HB,0,0,Canceled,6/16/15
2,2,0,BB,0,1,Canceled,7/21/15
2,1,0,BB,0,3,Canceled,7/22/15
2,2,0,BB,0,0,Canceled,7/7/15
1,0,0,BB,0,0,Check-Out,8/15/15
2,0,0,BB,0,2,Canceled,7/8/15
2,0,0,BB,0,1,Canceled,8/1/15
2,0,0,BB,0,2,Canceled,6/29/15
2,0,0,BB,0,2,Canceled,6/29/15
3,0,0,HB,1,1,Check-Out,8/9/15
2,1,0,HB,1,4,Check-Out,8/8/15
2,0,0,BB,0,1,Check-Out,8/8/15
2,0,0,HB,0,0,Check-Out,8/9/15
2,0,0,BB,1,1,Check-Out,8/9/15
2,0,0,BB,0,0,Check-Out,8/11/15
2,0,0,FB,0,0,Check-Out,8/9/15
2,0,0,BB,0,0,Canceled,4/23/15
2,2,0,BB,0,0,Check-Out,8/3/15
2,0,0,BB,0,0,Check-Out,8/4/15
2,0,0,HB,0,0,Canceled,6/17/15
2,0,0,BB,0,0,Canceled,7/18/15
2,0,0,BB,0,0,Canceled,7/13/15
2,2,0,BB,0,0,Canceled,7/24/15
2,0,0,BB,0,1,Check-Out,8/10/15
2,0,1,HB,0,1,Canceled,3/28/15
1,0,0,HB,0,0,Check-Out,8/10/15
2,0,0,BB,0,0,Canceled,7/6/15
2,0,0,BB,0,0,Canceled,7/23/15
2,0,0,BB,0,1,Check-Out,8/4/15
2,0,0,BB,0,2,Check-Out,8/4/15
2,0,0,BB,0,0,Check-Out,8/5/15
1,0,0,BB,0,0,Canceled,7/29/15
2,0,0,BB,0,0,Canceled,7/6/15
2,0,1,HB,0,2,Check-Out,8/8/15
2,0,0,HB,1,2,Check-Out,8/8/15
2,0,0,BB,0,1,Canceled,7/21/15
2,0,0,HB,0,2,Check-Out,8/9/15
2,0,0,BB,0,1,Canceled,7/25/15
2,0,0,BB,1,0,Check-Out,8/11/15
2,0,0,BB,0,2,Check-Out,8/11/15
2,0,0,BB,0,0,Check-Out,8/11/15
2,0,0,HB,0,1,Check-Out,8/14/15
3,0,0,BB,0,2,Check-Out,8/5/15
2,0,0,HB,0,0,Check-Out,8/5/15
2,0,0,BB,0,1,Canceled,8/5/15
2,0,0,BB,0,0,Check-Out,8/6/15
2,0,0,BB,0,0,Check-Out,8/6/15
2,0,0,HB,0,0,Canceled,7/4/15
2,0,0,BB,0,1,Canceled,6/15/15
2,0,0,BB,1,0,Check-Out,8/9/15
2,0,0,BB,0,1,Check-Out,8/9/15
2,0,0,BB,0,0,Canceled,7/23/15
2,0,0,HB,0,1,Canceled,7/22/15
3,0,0,BB,0,2,Check-Out,8/9/15
2,0,1,HB,0,3,Check-Out,8/12/15
2,0,0,HB,0,0,Canceled,4/22/15
1,0,0,BB,0,0,Canceled,6/5/15
2,0,0,BB,0,0,Check-Out,8/7/15
2,0,0,BB,0,0,Canceled,5/20/15
2,0,0,BB,0,1,Check-Out,8/9/15
2,2,0,HB,1,1,Check-Out,8/9/15
2,0,0,BB,0,0,Check-Out,8/10/15
2,0,0,HB,0,0,Check-Out,8/11/15
2,0,0,HB,1,4,Check-Out,8/11/15
3,0,0,BB,0,1,Canceled,7/21/15
2,0,0,BB,0,3,Check-Out,8/12/15
2,0,0,BB,0,2,Check-Out,8/14/15
2,0,0,BB,0,0,Check-Out,8/14/15
3,1,0,BB,0,3,Check-Out,8/16/15
2,0,0,BB,0,2,Check-Out,8/7/15
2,0,0,BB,0,0,Check-Out,8/8/15
2,2,0,BB,0,0,Canceled,6/22/15
2,1,0,BB,0,4,Check-Out,8/9/15
2,0,0,BB,0,0,Canceled,7/27/15
2,0,0,BB,0,1,Check-Out,8/9/15
2,0,0,BB,0,3,Check-Out,8/9/15
2,0,0,BB,0,0,Canceled,6/22/15
2,0,0,BB,0,1,Check-Out,8/10/15
2,2,0,BB,0,2,Canceled,8/4/15
2,0,0,BB,0,2,Check-Out,8/11/15
2,0,0,BB,0,0,Canceled,7/14/15
2,0,0,HB,0,1,Canceled,4/13/15
2,0,0,BB,0,2,Check-Out,8/11/15
2,0,0,BB,0,2,Check-Out,8/12/15
2,0,0,HB,0,0,Canceled,6/27/15
2,2,0,BB,0,0,Canceled,7/9/15
2,1,1,BB,1,2,Check-Out,8/14/15
2,0,0,HB,0,1,Canceled,5/14/15
2,0,0,HB,0,1,Canceled,5/14/15
2,0,0,HB,0,2,Check-Out,8/14/15
2,0,0,BB,1,1,Check-Out,8/16/15
2,0,0,BB,1,0,Check-Out,8/9/15
2,0,0,BB,0,1,Canceled,7/27/15
2,0,0,BB,0,1,Canceled,7/9/15
2,0,0,BB,0,1,Check-Out,8/10/15
2,0,0,HB,1,1,Check-Out,8/10/15
2,2,0,BB,0,0,Canceled,6/12/15
2,0,0,BB,0,3,Check-Out,8/11/15
2,0,0,BB,0,1,Check-Out,8/11/15
2,0,0,HB,1,3,Check-Out,8/12/15
2,0,0,HB,0,1,Check-Out,8/12/15
2,0,0,BB,0,1,Canceled,4/6/15
2,0,0,HB,0,0,Canceled,6/17/15
2,0,0,HB,0,1,Canceled,6/22/15
2,0,0,BB,0,1,Canceled,5/19/15
2,0,0,HB,0,0,No-Show,8/8/15
2,2,0,BB,1,1,Check-Out,8/15/15
2,2,0,BB,0,0,Canceled,7/27/15
2,2,0,FB,1,3,Check-Out,8/15/15
2,0,0,HB,0,0,Canceled,8/8/15
2,0,1,HB,1,2,Check-Out,8/15/15
2,0,0,HB,0,1,Canceled,6/22/15
2,0,0,BB,0,2,Canceled,5/16/15
2,0,0,HB,0,1,Canceled,8/8/15
2,0,0,BB,0,1,Check-Out,8/15/15
2,0,0,HB,0,0,Check-Out,8/15/15
2,0,0,BB,0,1,Canceled,5/14/15
1,0,0,BB,0,0,Canceled,7/20/15
2,0,0,BB,1,0,Check-Out,8/21/15
2,0,0,BB,0,0,Check-Out,8/10/15
2,0,0,BB,0,0,Check-Out,8/10/15
2,0,0,BB,0,1,Check-Out,8/10/15
2,1,0,BB,0,2,Canceled,8/1/15
2,0,0,BB,0,1,Canceled,7/30/15
2,0,0,BB,1,2,Check-Out,8/12/15
2,0,0,BB,0,1,Check-Out,8/13/15
2,0,0,BB,0,0,Check-Out,8/13/15
2,0,0,BB,0,0,Canceled,6/22/15
1,0,0,BB,0,0,Canceled,4/6/15
2,0,0,HB,0,0,Check-Out,8/15/15
2,0,0,HB,0,2,Canceled,5/27/15
2,0,0,BB,0,2,Canceled,7/17/15
2,0,0,BB,0,2,Canceled,7/17/15
2,1,1,FB,1,1,Check-Out,8/15/15
2,0,0,BB,0,0,Check-Out,8/16/15
2,0,0,HB,0,1,Check-Out,8/16/15
2,2,0,BB,0,0,Canceled,6/3/15
2,0,0,HB,0,0,Check-Out,8/16/15
2,0,0,BB,0,0,Canceled,6/8/15
2,0,0,BB,0,0,Check-Out,8/16/15
2,0,0,HB,0,1,Canceled,6/3/15
1,0,0,HB,0,1,Canceled,6/3/15
2,0,0,HB,0,2,Check-Out,8/10/15
2,1,0,HB,1,1,Check-Out,8/13/15
2,0,0,BB,0,1,Canceled,6/25/15
2,0,0,BB,0,2,Check-Out,8/13/15
2,0,0,BB,0,0,Canceled,6/4/15
2,0,0,BB,0,0,Check-Out,8/13/15
2,0,0,BB,0,1,Canceled,5/9/15
2,0,0,BB,0,0,Check-Out,8/15/15
2,0,0,HB,0,0,Canceled,6/19/15
2,0,0,BB,0,1,Check-Out,8/16/15
2,0,0,HB,0,0,Canceled,6/2/15
2,0,0,BB,1,1,Check-Out,8/16/15
2,0,0,BB,0,1,Check-Out,8/16/15
2,1,0,BB,0,1,Canceled,6/24/15
2,0,0,BB,0,0,Canceled,7/8/15
2,2,0,BB,0,0,Check-Out,8/17/15
4,0,0,BB,0,0,Canceled,6/26/15
2,0,1,HB,0,2,Canceled,7/30/15
2,0,0,BB,0,2,Canceled,7/14/15
2,0,0,BB,0,1,Canceled,6/22/15
2,0,0,BB,0,1,Canceled,6/22/15
2,0,0,HB,0,1,Check-Out,8/21/15
2,0,0,BB,0,2,Check-Out,8/11/15
2,0,0,BB,0,2,Check-Out,8/11/15
2,0,0,BB,0,0,Canceled,8/5/15
2,0,0,BB,0,2,Canceled,7/20/15
2,0,0,BB,0,1,Canceled,7/20/15
2,0,0,BB,0,1,Canceled,6/11/15
2,0,0,BB,0,1,Canceled,6/11/15
1,0,0,BB,0,1,Canceled,6/11/15
2,0,0,BB,0,0,Canceled,6/1/15
2,0,0,BB,0,0,Canceled,5/23/15
2,0,0,BB,0,0,Check-Out,8/15/15
1,1,0,BB,0,2,Canceled,7/17/15
2,0,0,BB,0,0,Canceled,6/25/15
2,0,0,HB,0,1,Canceled,4/20/15
2,0,0,BB,0,0,Check-Out,8/16/15
3,0,0,BB,0,3,Canceled,6/30/15
2,0,0,HB,0,1,Canceled,4/20/15
2,0,0,HB,0,0,Canceled,7/22/15
2,0,0,HB,0,2,Canceled,7/17/15
2,0,0,HB,0,0,Check-Out,8/18/15
2,0,0,HB,0,0,Canceled,6/4/15
2,0,0,BB,0,2,Canceled,6/30/15
2,0,0,BB,0,1,Canceled,5/6/15
2,0,0,BB,0,1,Check-Out,8/18/15
2,1,0,FB,1,2,Check-Out,8/21/15
2,1,0,BB,0,1,Check-Out,8/21/15
2,0,0,HB,0,2,Canceled,5/6/15
2,2,0,BB,0,1,Check-Out,8/23/15
2,0,0,BB,0,0,Canceled,5/23/15
2,0,0,BB,0,0,Canceled,5/23/15
1,0,0,BB,0,0,No-Show,8/12/15
2,0,1,BB,0,2,Canceled,8/12/15
2,0,0,BB,0,1,Check-Out,8/13/15
2,0,0,HB,0,2,Check-Out,8/15/15
2,0,0,BB,0,1,No-Show,8/12/15
2,0,0,BB,0,3,Canceled,8/3/15
2,0,0,BB,0,3,Canceled,8/3/15
2,0,0,BB,0,0,Canceled,6/19/15
2,0,0,BB,0,0,Canceled,8/11/15
1,0,0,BB,0,1,Canceled,6/15/15
2,0,0,BB,0,1,Check-Out,8/22/15
2,0,0,BB,0,1,Check-Out,8/22/15
2,0,0,BB,0,0,Check-Out,8/17/15
2,0,0,BB,0,0,Canceled,6/17/15
2,0,0,BB,0,1,Check-Out,8/14/15
2,0,0,BB,1,0,Check-Out,8/14/15
3,0,0,BB,1,1,Check-Out,8/14/15
2,0,0,BB,0,0,Canceled,8/13/15
2,0,0,BB,0,0,Canceled,6/22/15
2,0,0,BB,0,1,Canceled,6/2/15
2,0,0,BB,0,0,Check-Out,8/16/15
2,0,0,BB,0,2,Canceled,8/12/15
2,1,1,HB,0,2,Check-Out,8/16/15
2,0,0,BB,0,2,Canceled,8/12/15
2,0,0,HB,0,1,Check-Out,8/17/15
2,0,0,BB,0,1,Check-Out,8/17/15
2,0,0,BB,0,0,Canceled,8/11/15
2,0,0,BB,0,2,Canceled,7/29/15
2,0,0,BB,0,2,Check-Out,8/18/15
1,0,0,HB,0,1,Check-Out,8/18/15
2,1,0,BB,0,2,Check-Out,8/18/15
2,0,1,HB,0,2,Check-Out,8/18/15
1,0,0,BB,0,2,Canceled,7/29/15
2,0,0,BB,0,2,Canceled,8/11/15
2,0,0,BB,0,2,Check-Out,8/14/15
2,2,0,BB,0,0,Check-Out,8/15/15
2,0,0,BB,0,0,Check-Out,8/15/15
2,0,0,BB,0,2,Check-Out,8/15/15
2,0,0,BB,0,0,Check-Out,8/15/15
2,0,0,BB,0,2,Check-Out,8/15/15
3,0,0,HB,0,2,Check-Out,8/16/15
2,0,0,BB,0,1,Check-Out,8/16/15
2,2,0,BB,0,0,Canceled,8/4/15
2,0,0,HB,0,1,Canceled,6/26/15
2,0,0,HB,0,1,Check-Out,8/16/15
3,0,0,BB,0,2,Check-Out,8/17/15
2,0,0,HB,0,0,Canceled,5/29/15
2,0,0,HB,0,0,Canceled,7/31/15
2,0,0,BB,0,0,Check-Out,8/18/15
2,0,0,HB,0,0,Canceled,5/25/15
2,0,0,BB,1,0,Check-Out,8/19/15
2,0,0,BB,1,1,Check-Out,8/19/15
3,0,0,HB,0,1,Canceled,6/15/15
2,1,0,HB,1,0,Check-Out,8/21/15
2,0,0,HB,0,0,Canceled,8/5/15
2,0,0,BB,0,1,Check-Out,8/21/15
2,0,0,BB,0,0,Check-Out,8/21/15
2,2,0,HB,0,2,Canceled,8/5/15
2,0,0,BB,0,1,Check-Out,8/17/15
2,0,0,HB,0,1,Check-Out,8/19/15
2,0,0,HB,1,0,Check-Out,8/19/15
2,2,0,BB,0,0,Check-Out,8/19/15
2,0,0,HB,0,1,Check-Out,8/19/15
2,0,0,BB,0,2,Canceled,8/6/15
2,0,1,HB,0,3,Canceled,6/8/15
3,0,0,HB,0,1,Canceled,8/5/15
3,0,0,BB,0,1,Check-Out,8/20/15
2,0,0,HB,0,1,Canceled,8/5/15
2,0,0,HB,0,1,Check-Out,8/20/15
2,0,0,HB,0,1,Canceled,8/5/15
2,0,0,FB,0,1,Check-Out,8/21/15
